order_id,order_date,product_name,category,sub_category,region,city,channel,customer_segment,sales,profit,quantity,discount
RI-17446,2024-11-28,Supply Kit Pro,Office Supplies,Paper,Central,Chicago,Retail,Consumer,102.14,9.72,2,0.136
RI-17447,2024-11-28,Wireless Dock Station,Technology,Accessories,South,Miami,Wholesale,Home Office,216.55,21.71,2,0.145
RI-17448,2024-11-28,Executive Desk,Furniture,Desks,Central,Dallas,Online,Corporate,456.84,138.65,1,0.03
RI-17449,2024-11-28,Archive Drawer Basic,Accessories,Storage,Central,Denver,Retail,Home Office,78.53,7.53,1,0.153
RI-17450,2024-11-28,Supply Kit Pro,Office Supplies,Paper,South,Miami,Wholesale,Corporate,90.66,5.91,2,0.136
RI-17451,2024-11-28,Business Binder Pack,Office Supplies,Binders,Central,Chicago,Online,Corporate,24.69,1.34,1,0.174
RI-17452,2024-11-28,Conference Storage Unit,Furniture,Storage,South,Houston,Retail,Consumer,275.22,67.83,1,0.061
RI-17453,2024-11-28,Ergo Office Chair,Furniture,Office Seating,Central,Chicago,Online,Consumer,198.46,54.2,1,0.158
RI-17454,2024-11-28,Mobile Organizer,Accessories,Travel,West,Los Angeles,Retail,Corporate,362.09,62.26,5,0.051
RI-17455,2024-11-28,Wireless Dock Station,Technology,Accessories,South,Atlanta,Online,Home Office,303.97,42.27,3,0.129
RI-17456,2024-11-28,Portable Desk Hub,Technology,Computing,Central,Denver,Retail,Home Office,167.11,23.35,1,0.146
RI-17457,2024-11-28,Ergo Office Chair,Furniture,Office Seating,Central,Denver,Wholesale,Corporate,273.91,82.25,1,0.054
RI-17458,2024-11-28,Business Binder Pack,Office Supplies,Binders,West,Los Angeles,Wholesale,Home Office,131.43,11.0,4,0.066
RI-17459,2024-11-28,UltraWide Monitor,Technology,Displays,Central,Denver,Online,Consumer,343.68,74.92,1,0.04
RI-17460,2024-11-28,Conference Storage Unit,Furniture,Storage,East,New York,Online,Corporate,340.25,67.39,1,0.149
RI-17461,2024-11-28,Mobile Organizer,Accessories,Travel,East,New York,Retail,Corporate,106.8,15.37,2,0.102
RI-17462,2024-11-28,Mobile Organizer,Accessories,Travel,South,Atlanta,Wholesale,Consumer,52.15,2.61,1,0.236
RI-17463,2024-11-28,Portable Desk Hub,Technology,Computing,West,Seattle,Online,Home Office,1019.15,145.18,6,0.141
RI-17464,2024-11-28,Signature Pen Set,Office Supplies,Writing,East,Boston,Online,Consumer,83.46,8.76,2,0.1
RI-17465,2024-11-28,Archive Drawer Basic,Accessories,Storage,South,Houston,Online,Home Office,210.46,22.95,3,0.129
RI-17466,2024-11-28,Signature Pen Set,Office Supplies,Writing,Central,Denver,Retail,Consumer,61.79,4.14,2,0.169
RI-17467,2024-11-28,Wireless Dock Station,Technology,Accessories,West,San Francisco,Online,Consumer,497.54,79.31,4,0.092
RI-17468,2024-11-28,Portable Desk Hub,Technology,Computing,South,Miami,Online,Corporate,345.78,64.66,2,0.06
RI-17469,2024-11-28,Wireless Dock Station,Technology,Accessories,Central,Chicago,Retail,Corporate,780.76,95.68,6,0.159
RI-17470,2024-11-28,Wireless Dock Station,Technology,Accessories,East,Boston,Retail,Corporate,125.63,18.44,1,0.115
RI-17471,2024-11-28,Business Binder Pack,Office Supplies,Binders,East,New York,Online,Consumer,87.28,8.68,3,0.092
RI-17472,2024-11-28,UltraWide Monitor,Technology,Displays,West,Seattle,Online,Home Office,285.8,50.36,1,0.116
RI-17473,2024-11-28,Executive Desk,Furniture,Desks,East,Boston,Online,Consumer,1203.56,318.28,3,0.101
RI-17474,2024-11-28,Executive Desk,Furniture,Desks,South,Atlanta,Online,Consumer,747.89,215.47,2,0.058
RI-17475,2024-11-28,Executive Desk,Furniture,Desks,West,San Francisco,Wholesale,Consumer,436.31,96.05,1,0.127
RI-17476,2024-11-28,Executive Desk,Furniture,Desks,East,Philadelphia,Online,Corporate,703.57,187.22,2,0.098
RI-17477,2024-11-28,Portable Desk Hub,Technology,Computing,West,Seattle,Online,Corporate,354.71,68.87,2,0.047
RI-17478,2024-11-28,Task Lamp Mini,Accessories,Lighting,East,Boston,Retail,Home Office,130.71,15.78,2,0.126
RI-17479,2024-11-29,Task Lamp Mini,Accessories,Lighting,Central,Denver,Online,Consumer,64.88,5.05,1,0.204
RI-17480,2024-11-29,Supply Kit Pro,Office Supplies,Paper,East,Boston,Retail,Corporate,44.18,4.13,1,0.139
RI-17481,2024-11-29,Supply Kit Pro,Office Supplies,Paper,West,Los Angeles,Retail,Consumer,165.29,19.28,3,0.097
RI-17482,2024-11-29,Portable Desk Hub,Technology,Computing,East,Boston,Retail,Corporate,521.95,98.18,3,0.058
RI-17483,2024-11-29,Portable Desk Hub,Technology,Computing,Central,Dallas,Online,Consumer,871.35,97.29,6,0.197
RI-17484,2024-11-29,Ergo Office Chair,Furniture,Office Seating,Central,Denver,Online,Corporate,251.17,70.53,1,0.144
RI-17485,2024-11-29,Supply Kit Pro,Office Supplies,Paper,Central,Denver,Online,Home Office,90.86,9.25,2,0.124
RI-17486,2024-11-29,Supply Kit Pro,Office Supplies,Paper,Central,Chicago,Online,Consumer,49.27,4.23,1,0.153
RI-17487,2024-11-29,Executive Desk,Furniture,Desks,South,Miami,Wholesale,Corporate,331.5,88.66,1,0.041
RI-17488,2024-11-29,Supply Kit Pro,Office Supplies,Paper,East,Boston,Retail,Consumer,210.56,29.54,4,0.054
RI-17489,2024-11-29,Ergo Office Chair,Furniture,Office Seating,West,San Francisco,Retail,Consumer,1087.54,314.95,4,0.128
RI-17490,2024-11-29,Wireless Dock Station,Technology,Accessories,South,Miami,Online,Consumer,391.03,75.66,3,0.03
RI-17491,2024-11-29,Executive Desk,Furniture,Desks,East,New York,Wholesale,Consumer,860.47,219.25,2,0.064
RI-17492,2024-11-29,Portable Desk Hub,Technology,Computing,Central,Dallas,Wholesale,Home Office,197.48,34.26,1,0.03
RI-17493,2024-11-29,Portable Desk Hub,Technology,Computing,Central,Dallas,Online,Consumer,153.96,22.1,1,0.139
RI-17494,2024-11-29,Executive Desk,Furniture,Desks,West,San Francisco,Retail,Corporate,1194.8,318.59,3,0.097
RI-17495,2024-11-29,Business Binder Pack,Office Supplies,Binders,East,Boston,Retail,Consumer,32.42,3.74,1,0.063
RI-17496,2024-11-29,Conference Storage Unit,Furniture,Storage,Central,Dallas,Wholesale,Consumer,724.77,151.69,2,0.074
RI-17497,2024-11-29,Executive Desk,Furniture,Desks,South,Houston,Wholesale,Consumer,1106.65,267.98,3,0.087
RI-17498,2024-11-29,Archive Drawer Basic,Accessories,Storage,South,Atlanta,Wholesale,Consumer,157.17,15.02,2,0.099
RI-17499,2024-11-29,Wireless Dock Station,Technology,Accessories,East,Philadelphia,Online,Corporate,573.19,105.87,4,0.046
RI-17500,2024-11-29,Ergo Office Chair,Furniture,Office Seating,West,San Francisco,Wholesale,Consumer,1468.9,379.71,6,0.13
RI-17501,2024-11-29,Executive Desk,Furniture,Desks,Central,Denver,Online,Corporate,1095.93,301.87,3,0.081
RI-17502,2024-11-29,Supply Kit Pro,Office Supplies,Paper,Central,Denver,Online,Corporate,274.99,40.09,5,0.044
RI-17503,2024-11-29,Executive Desk,Furniture,Desks,East,New York,Online,Consumer,1850.55,462.92,5,0.127
RI-17504,2024-11-29,Wireless Dock Station,Technology,Accessories,Central,Dallas,Online,Consumer,651.07,102.71,5,0.095
RI-17505,2024-11-29,Signature Pen Set,Office Supplies,Writing,Central,Dallas,Retail,Consumer,31.51,4.47,1,0.033
RI-17506,2024-11-29,Task Lamp Mini,Accessories,Lighting,East,Philadelphia,Wholesale,Consumer,137.3,10.79,2,0.148
RI-17507,2024-11-29,Wireless Dock Station,Technology,Accessories,West,Los Angeles,Online,Home Office,318.61,61.65,2,0.03
RI-17508,2024-11-29,Signature Pen Set,Office Supplies,Writing,West,Los Angeles,Online,Consumer,126.05,14.21,3,0.086
RI-17509,2024-11-29,Portable Desk Hub,Technology,Computing,West,Seattle,Wholesale,Home Office,437.94,75.98,2,0.03
RI-17510,2024-11-29,Wireless Dock Station,Technology,Accessories,South,Atlanta,Wholesale,Corporate,361.62,47.19,3,0.09
RI-17511,2024-11-30,Portable Desk Hub,Technology,Computing,South,Miami,Retail,Corporate,168.33,29.9,1,0.077
RI-17512,2024-11-30,Conference Storage Unit,Furniture,Storage,West,San Francisco,Wholesale,Home Office,339.37,72.71,1,0.065
RI-17513,2024-11-30,UltraWide Monitor,Technology,Displays,South,Houston,Wholesale,Consumer,558.32,91.45,2,0.084
RI-17514,2024-11-30,Signature Pen Set,Office Supplies,Writing,West,San Francisco,Retail,Consumer,81.69,5.03,2,0.179
RI-17515,2024-11-30,Supply Kit Pro,Office Supplies,Paper,West,San Francisco,Online,Corporate,224.69,26.21,4,0.097
RI-17516,2024-11-30,Task Lamp Mini,Accessories,Lighting,Central,Denver,Wholesale,Consumer,156.44,20.73,2,0.05
RI-17517,2024-11-30,Portable Desk Hub,Technology,Computing,East,Boston,Retail,Corporate,660.72,107.2,4,0.105
RI-17518,2024-11-30,Executive Desk,Furniture,Desks,South,Miami,Wholesale,Home Office,1416.49,273.67,4,0.176
RI-17519,2024-11-30,Archive Drawer Basic,Accessories,Storage,West,Los Angeles,Retail,Consumer,76.72,7.78,1,0.143
RI-17520,2024-11-30,Signature Pen Set,Office Supplies,Writing,East,Philadelphia,Online,Consumer,73.36,5.93,2,0.144
RI-17521,2024-11-30,Executive Desk,Furniture,Desks,Central,Denver,Wholesale,Consumer,1466.95,331.02,4,0.117
RI-17522,2024-11-30,Portable Desk Hub,Technology,Computing,East,Philadelphia,Wholesale,Home Office,335.54,30.9,2,0.178
RI-17523,2024-11-30,Mobile Organizer,Accessories,Travel,West,Los Angeles,Wholesale,Consumer,59.17,4.75,1,0.163
RI-17524,2024-11-30,Ergo Office Chair,Furniture,Office Seating,East,New York,Online,Home Office,802.18,259.67,3,0.066
RI-17525,2024-11-30,Portable Desk Hub,Technology,Computing,South,Houston,Online,Consumer,509.36,102.81,3,0.033
RI-17526,2024-11-30,Conference Storage Unit,Furniture,Storage,South,Atlanta,Online,Consumer,646.58,146.9,2,0.096
RI-17527,2024-11-30,Task Lamp Mini,Accessories,Lighting,West,San Francisco,Retail,Home Office,154.49,25.11,2,0.05
RI-17528,2024-11-30,Wireless Dock Station,Technology,Accessories,Central,Dallas,Online,Corporate,355.61,49.06,3,0.131
RI-17529,2024-11-30,Supply Kit Pro,Office Supplies,Paper,East,New York,Retail,Corporate,100.14,14.54,2,0.045
RI-17530,2024-11-30,UltraWide Monitor,Technology,Displays,West,Los Angeles,Wholesale,Consumer,1012.11,156.88,3,0.1
RI-17531,2024-11-30,Wireless Dock Station,Technology,Accessories,West,Los Angeles,Online,Corporate,362.11,49.75,3,0.132
RI-17532,2024-11-30,Signature Pen Set,Office Supplies,Writing,West,San Francisco,Wholesale,Consumer,150.2,9.37,4,0.123
RI-17533,2024-11-30,Supply Kit Pro,Office Supplies,Paper,Central,Dallas,Retail,Consumer,88.43,8.71,2,0.13
RI-17534,2024-11-30,Portable Desk Hub,Technology,Computing,Central,Denver,Wholesale,Consumer,654.02,84.7,4,0.11
RI-17535,2024-11-30,Business Binder Pack,Office Supplies,Binders,Central,Chicago,Wholesale,Consumer,32.04,2.59,1,0.071
RI-17536,2024-11-30,Ergo Office Chair,Furniture,Office Seating,West,Seattle,Online,Consumer,275.82,86.4,1,0.085
RI-17537,2024-11-30,Executive Desk,Furniture,Desks,Central,Chicago,Retail,Consumer,625.93,141.43,2,0.171
RI-17538,2024-11-30,Ergo Office Chair,Furniture,Office Seating,West,Los Angeles,Online,Home Office,291.65,87.51,1,0.109
RI-17539,2024-11-30,Archive Drawer Basic,Accessories,Storage,East,Boston,Wholesale,Corporate,80.03,9.8,1,0.05
RI-17540,2024-11-30,Wireless Dock Station,Technology,Accessories,Central,Denver,Retail,Home Office,804.68,135.79,6,0.075
RI-17541,2024-12-01,Supply Kit Pro,Office Supplies,Paper,West,Seattle,Retail,Corporate,319.68,31.14,6,0.132
RI-17542,2024-12-01,Portable Desk Hub,Technology,Computing,East,Boston,Online,Corporate,848.64,139.09,5,0.102
RI-17543,2024-12-01,Business Binder Pack,Office Supplies,Binders,East,Boston,Retail,Consumer,52.88,2.64,2,0.203
RI-17544,2024-12-01,Wireless Dock Station,Technology,Accessories,Central,Chicago,Retail,Home Office,462.2,59.44,4,0.148
RI-17545,2024-12-01,Executive Desk,Furniture,Desks,West,Seattle,Online,Corporate,1243.39,317.87,3,0.117
RI-17546,2024-12-01,Task Lamp Mini,Accessories,Lighting,Central,Dallas,Online,Consumer,59.01,6.99,1,0.13
RI-17547,2024-12-01,UltraWide Monitor,Technology,Displays,East,Boston,Retail,Home Office,286.86,57.64,1,0.071
RI-17548,2024-12-01,Portable Desk Hub,Technology,Computing,East,Boston,Retail,Consumer,157.65,25.23,1,0.109
RI-17549,2024-12-01,Supply Kit Pro,Office Supplies,Paper,East,New York,Wholesale,Home Office,46.69,2.33,1,0.171
RI-17550,2024-12-01,Conference Storage Unit,Furniture,Storage,South,Houston,Online,Consumer,1262.78,309.13,4,0.064
RI-17551,2024-12-01,Task Lamp Mini,Accessories,Lighting,West,Seattle,Online,Consumer,70.86,6.64,1,0.175
RI-17552,2024-12-01,Mobile Organizer,Accessories,Travel,Central,Dallas,Retail,Corporate,215.26,30.74,3,0.104
RI-17553,2024-12-01,Supply Kit Pro,Office Supplies,Paper,Central,Dallas,Retail,Consumer,164.97,23.15,3,0.054
RI-17554,2024-12-01,UltraWide Monitor,Technology,Displays,South,Atlanta,Online,Corporate,282.57,49.32,1,0.119
RI-17555,2024-12-01,Business Binder Pack,Office Supplies,Binders,East,Philadelphia,Online,Consumer,77.78,3.89,3,0.221
RI-17556,2024-12-01,Supply Kit Pro,Office Supplies,Paper,West,Los Angeles,Online,Consumer,346.77,53.23,6,0.03
RI-17557,2024-12-01,Ergo Office Chair,Furniture,Office Seating,East,New York,Wholesale,Consumer,267.17,66.42,1,0.148
RI-17558,2024-12-01,Portable Desk Hub,Technology,Computing,South,Atlanta,Wholesale,Corporate,636.0,76.41,4,0.127
RI-17559,2024-12-01,Conference Storage Unit,Furniture,Storage,East,Philadelphia,Wholesale,Consumer,272.29,42.91,1,0.168
RI-17560,2024-12-01,Wireless Dock Station,Technology,Accessories,Central,Chicago,Wholesale,Corporate,305.02,38.97,2,0.095
RI-17561,2024-12-01,Wireless Dock Station,Technology,Accessories,East,Philadelphia,Retail,Home Office,214.44,31.59,2,0.114
RI-17562,2024-12-01,Ergo Office Chair,Furniture,Office Seating,South,Houston,Online,Consumer,745.64,244.24,3,0.059
RI-17563,2024-12-01,Mobile Organizer,Accessories,Travel,Central,Denver,Online,Consumer,54.74,8.18,1,0.092
RI-17564,2024-12-01,Mobile Organizer,Accessories,Travel,East,Philadelphia,Retail,Corporate,53.9,5.41,1,0.181
RI-17565,2024-12-01,Executive Desk,Furniture,Desks,East,Boston,Online,Consumer,1037.37,244.66,3,0.153
RI-17566,2024-12-01,Conference Storage Unit,Furniture,Storage,Central,Denver,Retail,Home Office,1144.64,301.61,3,0.03
RI-17567,2024-12-01,Portable Desk Hub,Technology,Computing,East,New York,Online,Home Office,341.38,52.95,2,0.118
RI-17568,2024-12-01,Ergo Office Chair,Furniture,Office Seating,South,Miami,Online,Home Office,400.14,121.38,2,0.103
RI-17569,2024-12-01,Task Lamp Mini,Accessories,Lighting,Central,Dallas,Retail,Consumer,63.29,5.2,1,0.196
RI-17570,2024-12-01,Wireless Dock Station,Technology,Accessories,Central,Chicago,Wholesale,Corporate,321.15,24.95,3,0.186
RI-17571,2024-12-01,UltraWide Monitor,Technology,Displays,South,Atlanta,Online,Corporate,256.85,45.68,1,0.113
RI-17572,2024-12-01,Ergo Office Chair,Furniture,Office Seating,East,New York,Online,Home Office,1315.47,443.18,4,0.042
RI-17573,2024-12-01,Mobile Organizer,Accessories,Travel,Central,Dallas,Retail,Consumer,62.54,9.14,1,0.098
RI-17574,2024-12-01,Mobile Organizer,Accessories,Travel,West,Seattle,Online,Home Office,215.47,24.72,4,0.155
RI-17575,2024-12-02,Archive Drawer Basic,Accessories,Storage,West,Seattle,Retail,Corporate,405.94,27.08,5,0.206
RI-17576,2024-12-02,Executive Desk,Furniture,Desks,West,San Francisco,Online,Consumer,838.6,212.54,2,0.121
RI-17577,2024-12-02,Wireless Dock Station,Technology,Accessories,West,Seattle,Online,Consumer,482.03,72.06,4,0.11
RI-17578,2024-12-02,Mobile Organizer,Accessories,Travel,West,Seattle,Wholesale,Corporate,106.49,8.21,2,0.169
RI-17579,2024-12-02,Wireless Dock Station,Technology,Accessories,East,Boston,Wholesale,Consumer,271.0,38.2,2,0.071
RI-17580,2024-12-02,Conference Storage Unit,Furniture,Storage,West,Los Angeles,Retail,Corporate,702.61,169.29,2,0.071
RI-17581,2024-12-02,Conference Storage Unit,Furniture,Storage,East,Philadelphia,Retail,Corporate,681.93,162.81,2,0.075
RI-17582,2024-12-02,Portable Desk Hub,Technology,Computing,Central,Dallas,Online,Home Office,1023.89,111.5,6,0.202
RI-17583,2024-12-02,Conference Storage Unit,Furniture,Storage,East,New York,Online,Consumer,602.81,119.06,2,0.15
RI-17584,2024-12-02,Signature Pen Set,Office Supplies,Writing,Central,Denver,Online,Consumer,126.21,17.07,3,0.045
RI-17585,2024-12-02,Task Lamp Mini,Accessories,Lighting,Central,Denver,Wholesale,Corporate,297.46,35.16,5,0.076
RI-17586,2024-12-02,Conference Storage Unit,Furniture,Storage,East,Boston,Retail,Home Office,1793.8,445.04,5,0.058
RI-17587,2024-12-02,Portable Desk Hub,Technology,Computing,Central,Dallas,Retail,Corporate,702.31,115.88,4,0.1
RI-17588,2024-12-02,Business Binder Pack,Office Supplies,Binders,Central,Chicago,Online,Consumer,148.69,15.35,5,0.085
RI-17589,2024-12-02,Supply Kit Pro,Office Supplies,Paper,East,Philadelphia,Online,Consumer,100.98,12.11,2,0.091
RI-17590,2024-12-02,Wireless Dock Station,Technology,Accessories,Central,Dallas,Retail,Consumer,255.79,38.8,2,0.106
RI-17591,2024-12-02,Wireless Dock Station,Technology,Accessories,Central,Denver,Online,Consumer,568.0,61.8,5,0.184
RI-17592,2024-12-02,Business Binder Pack,Office Supplies,Binders,South,Miami,Retail,Consumer,96.95,8.57,3,0.112
RI-17593,2024-12-02,UltraWide Monitor,Technology,Displays,Central,Dallas,Online,Consumer,556.57,88.27,2,0.148
RI-17594,2024-12-02,Archive Drawer Basic,Accessories,Storage,Central,Chicago,Retail,Corporate,83.09,11.53,1,0.075
RI-17595,2024-12-02,Ergo Office Chair,Furniture,Office Seating,Central,Dallas,Online,Consumer,693.12,203.4,3,0.121
RI-17596,2024-12-02,Ergo Office Chair,Furniture,Office Seating,West,Los Angeles,Retail,Home Office,459.92,117.51,2,0.19
RI-17597,2024-12-02,Ergo Office Chair,Furniture,Office Seating,East,Philadelphia,Retail,Home Office,258.16,80.73,1,0.086
RI-17598,2024-12-02,Executive Desk,Furniture,Desks,East,New York,Online,Corporate,1202.17,321.88,3,0.095
RI-17599,2024-12-02,Supply Kit Pro,Office Supplies,Paper,West,San Francisco,Online,Corporate,163.99,20.21,3,0.085
RI-17600,2024-12-02,Ergo Office Chair,Furniture,Office Seating,West,Los Angeles,Retail,Home Office,240.8,62.19,1,0.185
RI-17601,2024-12-02,Signature Pen Set,Office Supplies,Writing,South,Atlanta,Online,Corporate,90.85,4.69,3,0.197
RI-17602,2024-12-02,Archive Drawer Basic,Accessories,Storage,East,Boston,Retail,Corporate,80.43,8.64,1,0.132
RI-17603,2024-12-02,Business Binder Pack,Office Supplies,Binders,Central,Chicago,Wholesale,Consumer,22.77,1.14,1,0.174
RI-17604,2024-12-02,Task Lamp Mini,Accessories,Lighting,East,Philadelphia,Online,Corporate,203.25,26.32,3,0.11
RI-17605,2024-12-02,Signature Pen Set,Office Supplies,Writing,Central,Denver,Online,Corporate,82.77,8.05,2,0.114
RI-17606,2024-12-02,Business Binder Pack,Office Supplies,Binders,Central,Chicago,Retail,Corporate,185.19,17.08,6,0.105
RI-17607,2024-12-02,Portable Desk Hub,Technology,Computing,Central,Dallas,Online,Corporate,509.1,95.2,3,0.06
RI-17608,2024-12-02,Signature Pen Set,Office Supplies,Writing,West,Los Angeles,Wholesale,Corporate,179.78,12.59,4,0.109
RI-17609,2024-12-02,Supply Kit Pro,Office Supplies,Paper,West,San Francisco,Online,Consumer,52.2,5.77,1,0.108
RI-17610,2024-12-02,Task Lamp Mini,Accessories,Lighting,South,Houston,Online,Corporate,274.51,34.49,5,0.117
RI-17611,2024-12-03,Supply Kit Pro,Office Supplies,Paper,East,New York,Wholesale,Home Office,56.99,4.59,1,0.108
RI-17612,2024-12-03,Archive Drawer Basic,Accessories,Storage,South,Miami,Retail,Consumer,167.08,24.1,2,0.065
RI-17613,2024-12-03,Executive Desk,Furniture,Desks,East,Boston,Wholesale,Consumer,1674.54,423.91,4,0.067
RI-17614,2024-12-03,Wireless Dock Station,Technology,Accessories,West,Los Angeles,Retail,Consumer,375.47,51.8,3,0.131
RI-17615,2024-12-03,Business Binder Pack,Office Supplies,Binders,Central,Dallas,Retail,Home Office,58.87,5.27,2,0.11
RI-17616,2024-12-03,Business Binder Pack,Office Supplies,Binders,South,Atlanta,Wholesale,Corporate,48.59,2.43,2,0.218
RI-17617,2024-12-03,Ergo Office Chair,Furniture,Office Seating,East,Philadelphia,Wholesale,Corporate,422.28,89.88,2,0.213
RI-17618,2024-12-03,Portable Desk Hub,Technology,Computing,East,Boston,Wholesale,Corporate,857.56,111.53,5,0.109
RI-17619,2024-12-03,Portable Desk Hub,Technology,Computing,East,Boston,Online,Corporate,350.61,50.52,2,0.138
RI-17620,2024-12-03,Task Lamp Mini,Accessories,Lighting,East,Boston,Online,Corporate,68.86,6.72,1,0.168
RI-17621,2024-12-03,Signature Pen Set,Office Supplies,Writing,West,Los Angeles,Online,Home Office,42.27,5.21,1,0.067
RI-17622,2024-12-03,Signature Pen Set,Office Supplies,Writing,West,San Francisco,Online,Consumer,120.52,11.73,3,0.114
RI-17623,2024-12-03,Supply Kit Pro,Office Supplies,Paper,South,Houston,Wholesale,Consumer,87.23,4.78,2,0.155
RI-17624,2024-12-03,Executive Desk,Furniture,Desks,West,Los Angeles,Wholesale,Corporate,376.42,91.36,1,0.086
RI-17625,2024-12-03,Wireless Dock Station,Technology,Accessories,West,Seattle,Online,Consumer,254.01,38.95,2,0.103
RI-17626,2024-12-03,Portable Desk Hub,Technology,Computing,South,Miami,Online,Corporate,153.76,24.19,1,0.114
RI-17627,2024-12-03,UltraWide Monitor,Technology,Displays,West,Los Angeles,Retail,Home Office,648.52,143.52,2,0.034
RI-17628,2024-12-03,Wireless Dock Station,Technology,Accessories,East,Boston,Online,Consumer,355.53,46.31,3,0.145
RI-17629,2024-12-03,Ergo Office Chair,Furniture,Office Seating,East,Philadelphia,Online,Consumer,1008.21,238.74,4,0.224
RI-17630,2024-12-03,Executive Desk,Furniture,Desks,Central,Dallas,Online,Corporate,1087.02,255.78,3,0.154
RI-17631,2024-12-03,Portable Desk Hub,Technology,Computing,West,San Francisco,Online,Corporate,597.76,119.34,3,0.037
RI-17632,2024-12-03,Ergo Office Chair,Furniture,Office Seating,East,Philadelphia,Wholesale,Home Office,497.85,132.8,2,0.115
RI-17633,2024-12-03,Task Lamp Mini,Accessories,Lighting,Central,Denver,Online,Home Office,119.97,11.71,2,0.168
RI-17634,2024-12-03,Executive Desk,Furniture,Desks,East,Philadelphia,Wholesale,Corporate,711.07,165.54,2,0.104
RI-17635,2024-12-03,Supply Kit Pro,Office Supplies,Paper,South,Atlanta,Online,Consumer,89.69,9.92,2,0.108
RI-17636,2024-12-03,Archive Drawer Basic,Accessories,Storage,Central,Dallas,Online,Consumer,158.32,15.7,2,0.147
RI-17637,2024-12-03,Signature Pen Set,Office Supplies,Writing,West,Los Angeles,Online,Consumer,69.66,5.36,2,0.151
RI-17638,2024-12-03,UltraWide Monitor,Technology,Displays,Central,Chicago,Retail,Consumer,819.46,130.87,3,0.146
RI-17639,2024-12-03,Mobile Organizer,Accessories,Travel,Central,Dallas,Wholesale,Corporate,49.6,2.51,1,0.217
RI-17640,2024-12-03,Conference Storage Unit,Furniture,Storage,South,Miami,Online,Corporate,311.73,68.77,1,0.108
RI-17641,2024-12-03,Executive Desk,Furniture,Desks,East,New York,Online,Consumer,1825.41,522.89,4,0.061
RI-17642,2024-12-03,Executive Desk,Furniture,Desks,Central,Dallas,Online,Consumer,416.75,117.54,1,0.069
RI-17643,2024-12-03,Task Lamp Mini,Accessories,Lighting,South,Houston,Online,Consumer,181.72,25.33,3,0.092
RI-17644,2024-12-03,Mobile Organizer,Accessories,Travel,Central,Dallas,Online,Home Office,45.81,5.33,1,0.152
RI-17645,2024-12-03,Supply Kit Pro,Office Supplies,Paper,West,Los Angeles,Retail,Consumer,115.67,13.37,2,0.099
RI-17646,2024-12-03,Conference Storage Unit,Furniture,Storage,Central,Dallas,Online,Corporate,1307.25,299.16,4,0.093
RI-17647,2024-12-03,Portable Desk Hub,Technology,Computing,East,New York,Wholesale,Home Office,861.49,128.15,5,0.075
RI-17648,2024-12-03,Signature Pen Set,Office Supplies,Writing,South,Miami,Online,Consumer,76.22,9.09,2,0.074
RI-17649,2024-12-03,Portable Desk Hub,Technology,Computing,West,Los Angeles,Online,Home Office,583.7,73.2,4,0.172
RI-17650,2024-12-03,Business Binder Pack,Office Supplies,Binders,Central,Denver,Online,Consumer,56.53,5.62,2,0.092
RI-17651,2024-12-03,Task Lamp Mini,Accessories,Lighting,Central,Chicago,Online,Corporate,64.03,5.55,1,0.188
RI-17652,2024-12-03,Mobile Organizer,Accessories,Travel,East,Philadelphia,Retail,Consumer,161.45,11.51,3,0.234
RI-17653,2024-12-03,Portable Desk Hub,Technology,Computing,West,Seattle,Retail,Home Office,925.27,155.21,5,0.095
RI-17654,2024-12-03,Portable Desk Hub,Technology,Computing,East,Philadelphia,Wholesale,Home Office,361.76,51.03,2,0.089
RI-17655,2024-12-03,Conference Storage Unit,Furniture,Storage,Central,Dallas,Online,Corporate,1977.47,452.54,6,0.093
RI-17656,2024-12-03,Conference Storage Unit,Furniture,Storage,East,Boston,Online,Consumer,1163.71,295.12,3,0.048
RI-17657,2024-12-03,Business Binder Pack,Office Supplies,Binders,West,Seattle,Wholesale,Consumer,28.48,1.42,1,0.132
RI-17658,2024-12-03,Mobile Organizer,Accessories,Travel,West,Los Angeles,Retail,Corporate,138.2,21.33,2,0.083
RI-17659,2024-12-04,Task Lamp Mini,Accessories,Lighting,West,San Francisco,Online,Corporate,59.78,6.06,1,0.161
RI-17660,2024-12-04,Archive Drawer Basic,Accessories,Storage,West,San Francisco,Retail,Home Office,512.94,63.55,6,0.102
RI-17661,2024-12-04,Executive Desk,Furniture,Desks,West,Los Angeles,Online,Home Office,408.29,116.5,1,0.063
RI-17662,2024-12-04,Business Binder Pack,Office Supplies,Binders,West,Seattle,Wholesale,Home Office,71.73,7.42,2,0.03
RI-17663,2024-12-04,Executive Desk,Furniture,Desks,East,Boston,Online,Home Office,725.19,188.59,2,0.109
RI-17664,2024-12-04,Task Lamp Mini,Accessories,Lighting,Central,Dallas,Online,Consumer,138.91,19.21,2,0.094
RI-17665,2024-12-04,Portable Desk Hub,Technology,Computing,Central,Denver,Online,Corporate,164.79,21.84,1,0.159
RI-17666,2024-12-04,Archive Drawer Basic,Accessories,Storage,West,Los Angeles,Retail,Corporate,186.85,21.2,2,0.121
RI-17667,2024-12-04,Business Binder Pack,Office Supplies,Binders,West,San Francisco,Online,Consumer,94.4,6.11,3,0.155
RI-17668,2024-12-04,Portable Desk Hub,Technology,Computing,West,San Francisco,Online,Consumer,397.19,75.59,2,0.054
